Id,Name,Text,Colorway,Main_color,Category,Retail_price,Brand
71,Nike Ja 1 Mismatched,"The Nike Ja 1 Mismatched is a unique pair of sneakers designed by Ja Morant, with color schemes that mirror each other instead of matching each other.

This version of the Nike Ja 1 features a breathable mesh upper overlaid by support panels around the forefoot at the bottom of the laces, and by an overlay running across the entire bottom of the shoe. The Nike Swoosh adorns the midsoles in a textured silver material, while the heel collar is silver with the number ""12"" embroidered onto it in shiny silver thread. The tongue contains Ja’s logo. One of the shoes comes in a Bright Mandarin orange color with Ja Morant’s signature in Vapor Green on the heel, while the other shoe comes in Vapor Green with his signature in Bright Mandarin on the heel.

The standout feature of these shoes is their namesake – the mismatching of colors. The bright colors complement each other. The Nike Ja 1 Mismatched was released on April 19, 2024, for a retail price of $120.",Bright Mandarin/Multi-Color/Vapor Green/Light Armory Blue/Ashen Slate,Orange/Green,Basketball,120,Nike
72,UGG Tazz Slipper Sand (Women's),"Embrace the fusion of luxury and laidback style with the UGG Tazz Slipper in the Sand colorway. A perfect blend of comfort and chic, this slipper is a trendsetter's must-have for off-duty days. The plush sheepskin and wool lining ensure your feet stay cozy.

The Sand colorway offers a versatile and sophisticated look, perfect for pairing with your favorite loungewear or casual outfits. Whether you're lounging at home or stepping out for a quick errand, the Tazz Slipper is your go-to for effortless style.

This unique piece dropped on November 24, 2023, retailing at $130. Don't miss out on adding UGG comfort to your collection.","
Sand",Cream,Sandals,130,UGG
73,adidas Samba OG Cloud White Core Black,"The adidas Samba OG Cloud White Core Black (Women's) represents a contemporary take on a timeless style, emanating an aesthetic charm that goes beyond its original athletic purpose.​
​​
​Crafted from full-grain leather, the upper of the Cloud White Core Black adidas Samba OG (Women's) offers a sturdy and resilient construction. A gray suede, paired with a contrasting black heel tab, introduces an element of sophistication to the overall design. The iconic serrated 3-Stripes appear in black on both the lateral and medial sides, creating a visually striking contrast. Enhancing the shoe's unique identity, a Bluebird tongue label and a foil logotype mark its distinctive DNA. Underneath, a brown gum rubber outsole ensures both traction and durability, underscoring the shoe's practicality and style.​
​​
​The standout characteristic of the adidas Samba OG Cloud White Core Black (Women's) lies in its signature T-toe design. This element pays homage to football pitches of the past, while embracing a forward-looking approach with its entirely vegan composition. The shoe debuted for $100 on December 1st, 2023.",Cloud White/Core Black/Clear Granite,White,Lifestyle,100,adidas
74,Nike Air Max Plus 'Triple Black',The Nike Air Max Plus is one of several hybridized models that combines fundamental and distinctive characteristics from the brand's most coveted styles. This 'Triple Black' iteration is treated with a monochromatic theme to emphasize its cutting-edge appeal. The graphic-style textile upper is injected with undulating TPU stripes and structured with leather panels at the base and heel. Classic logos on the tongue and heel call out the innovative Tuned Air tech underfoot.,Black/Black-Black,Black,Running,150,Nike
75,adidas Gazelle Indoor Bad Bunny,"The adidas Gazelle Indoor Bad Bunny is part of a collaboration between adidas and Bad Bunny, a Puerto Rican rapper and singer known for his contributions to the Latin trap genre.

Introduced initially during adidas’ Summer/Fall 2024 lineup, the Bad Bunny adidas Gazelle Indoor features a minimalist aesthetic with an understated colorway of off-white, black, and light grey. The upper is crafted from premium leather in off-white with suede overlays in a light grey hue. Including black on the leather 3-Stripes, tongue, and collar creates a monochromatic contract that emulates Bad Bunny’s personal style. Perforations across the toebox allow the foot to breathe, while thin, white laces provide a secure front closure, and the gum rubber outsole provides traction under the foot.

Our StockX experts like the side panel's dual Bad Bunny and adidas branding. It reads ""adidas benito,"" which pays tribute to the performer’s first name. The adidas Gazelle Indoor Bad Bunny was launched on April 27, 2024, and sold for $120.",Off White/Black/Gum,White,Lifestyle,140,adidas
76,adidas Yeezy Slide Azure,"The adidas Yeezy Slide ‘Azure’ showcases a vibrant blue finish on the futuristic comfort sandal, featuring a minimalist one-piece build made with injected EVA foam. Exterior branding is limited to the soft top layer of the footbed, highlighted by a discreet adidas logo debossed at the heel. The slip-on is underpinned by a serrated outsole with strategic ridge placement, offering a combination of impact protection and grip.","
Azure/Azure/Azure",Blue,Sandals,70,adidas
77,adidas Yeezy Foam Runner 'MX Granite',"The adidas Yeezy Foam Runner ‘MX Granite’ showcases swirling grey tones on a lightweight build crafted from a single piece of durable EVA foam. Sculpted lines accentuate the slip-on’s streamlined aesthetic, while a series of mapped vents throughout the sides and vamp provide increased air flow. A contoured heel combines with a textured footbed to deliver a secure, comfortable fit. Underfoot, the outsole features a wavy traction pattern for sure footing on multiple surfaces.",Mx Granite/Mx Granite/Mx Granite,Grey,Clogs,90,adidas
78,Jordan 1 Retro High OG Latte (Women's),"Introducing the Jordan 1 Retro High OG Latte (Women's), a sneaker that blends classic style with a modern twist, perfect for today's fashion-forward crowd. This edition features a tasteful mix of Black, Legend Medium Brown, White, and Sail, reflecting a sophisticated palette that’s as versatile as it is striking. The high-top silhouette maintains its legendary profile, updated with a fresh color scheme that resonates with the subtle yet bold tastes of a new generation.

This Jordan 1 Retro High OG is designed not just for looks but also for lasting comfort. The high-quality leather upper and air-cushioned sole provide premium support and durability, making it ideal for daily wear. Whether you're stepping out for a night on the town or heading to a casual meetup, these sneakers are crafted to offer both standout style and practical functionality.

Released on May 29, 2024, the Jordan 1 Retro High OG Latte (Women's) retailed for $180. This sneaker has quickly become a staple in the collections of those who appreciate a refined approach to streetwear. With its neutral yet impactful colorway and classic design, it promises to remain a favorite for years to come, showcasing a timeless charm that transcends seasons and trends.",Black/Legend Medium Brown/White/Sail,Brown,Lifestyle,180,Jordan
79,New Balance 2002R 'Protection Pack - Rain Cloud',"Launching as part of the three-piece ‘Protection Pack,’ the New Balance 2002R ‘Rain Cloud’ applies a greyscale finish to a revamped iteration of the lifestyle runner. The breathable grey mesh upper is fortified with raw-edged suede overlays, their uneven lines conveying the impression that the material had eroded over time. An exposed foam tongue accentuates the shoe’s deconstructed aesthetic. Lightweight cushioning is provided by a distressed ABZORB midsole, which is paired with an N-ergy outsole for improved impact protection.",Rain Cloud/Magnet,Grey,Running,150,New Balance
80,Nike Air Force 1 Low '07 Black,"The all-black Air Force 1 Low is a timeless classic in Nike's catalog of heritage sneakers.

The Nike Air Force 1 Low '07 Black features a triple black smooth leather upper with a matching Air sole and laces. Subtle Nike Air embroidery on the heel tab nods to the history of the AF-1 line. A metallic lace tag and woven tongue label complete the design.

The Nike Air Force 1 Low '07 retails for $115.",Black/Black,Black,Lifestyle,115,Nike
81,Nike P-6000 Metallic Silver,"The Nike P-6000 Metallic Silver takes its inspiration from the Air Pegasus of 2006 and reimagines it with space-age details to give this sneaker a futuristic look.

The Metallic Silver Nike P-6000 features an upper base crafted from breathable metallic fabric. Both vertical and horizontal overlays are constructed of chrome synthetic leather course across the upper, making it glisten. A silver side-panel Nike swoosh is outlined in black embroidery that connects with the black foxing and black Nike branding on the tongue tag and heel tab. The white laces match the tongue, sock liner, and insole with P-6000 branding in black. A miniature black Nike swoosh adorns the toe box.

One of our favorite aspects of this sneaker is the comfortable and dependable sole unit. Cushioning white foam in the midsole works with a durable black outsole that provides traction for everyday wear. The Nike P-6000 Metallic Silver was released on October 6, 2023, for $120 retail.","
Metallic Silver/Sail/Black",Silver,Lifestyle,120,Nike
82,UGG Tasman Slipper Black,"The UGG Tasman Slipper Black can be worn both indoors and outdoors, functioning as either a slipper or a boot.

This Tasman Slipper model is made from soft black suede and has an embroidered with Tasman braiding circling the cuff. The lining is made from sheepskin and upcycled wool. The cushioned insole is made from UGG pure upcycled wool. The outsole, with traction fashioned in a starburst pattern, is made from black Treadlite technology. This version is monochromatic and the dominant hue is black. 

The UGG Tasman Slipper Black was first released at a price of $100 retail on November 1st, 2021.",Black,Black,Sandals,100,UGG
83,Jordan 11 Retro DMP Gratitude (2023),"The Jordan 11 Retro DMP Gratitude (2023) is a nod to the illustrious heritage encapsulated in the Jordan brand. This iconic Jordan 11 model resurfaces with a touch of the famous Defining Moments colorway. This edition is a herald of the lauded ""DMP"" series, bringing back the nostalgia from 2006 when it was initially released with an Air Jordan 6, embodying a timeless treasure for the Jordan lineage​.

Delving into the aesthetics, the colorway is nothing short of iconic. The upper boasts a high-cut patent leather. The usual mesh is replaced with leather that not only elevates its look but its texture. The white midsole is balanced meticulously with a translucent rubber outsole, evoking a sleek, clean design that's synonymous with the Jordan brand's premium craftsmanship.

The Metallic Gold accents echo the legendary legacy of Jordan, adorning the embossed Jumpman logo on the lateral ankle and the iconic ""23"" on the heels. These distinctive embellishments reflect a heritage of victory and valor, encapsulated in a sneaker that's not just worn, but celebrated. The Jordan 11 Retro DMP Gratitude (2023) released on December 9, 2023, at a retail price of $230.","
Black/White/Metallic Gold",White,Lifestyle,230,Jordan
84,Nike Dunk Low Polar Blue,"The Nike Dunk Low in Polar Blue is a unique and crisp colorway of the Dunk Low shoes traditionally worn on the basketball court since the mid-1980s. This shoe has seen technological updates since its debut, resulting in this comfortable and visually striking iteration, and has also become an iconic streetwear shoe.

This iteration of the Nike Dunk Low is constructed with leather uppers and a rubber outsole. The base is white rubber, and Polar Blue overlays line the perforated toebox, the heel, the laces, and the midsole. The Nike Swoosh also appears in Polar Blue on the midsole. The tongue is padded for comfort, and white Nike branding is also visible on the heel.

Our StockX experts believe the standout feature of this sneaker is the Polar Blue overlays on the white leather base. The color makes the shoe appear crisp and clean, allowing for both sports wear and casual wear. The Nike Dunk Low in Polar Blue was released on October 14th, 2023, at a retail price of $115.",Polar/Polar/White/White,Blue,Lifestyle,115,Nike
85,Nike Women’s Dunk Low ‘Cacao Wow’,"The Nike Women’s Dunk Low ‘Cacao Wow’ features smooth leather on the upper, featuring a white base with chocolate brown overlays and a color-matched Swoosh. Traditional Nike branding appears on the tongue tag, back tab and sockliner. A vintage off-white finish is applied to the midsole, fitted with an interior foam wedge and reinforced by a durable brown rubber outsole.",Sail/Cacao Wow/Coconut Milk,Brown,Lifestyle,100,Nike
86,Nike Kobe 6 Protro Reverse Grinch,"Step into the future while honoring a legend with the Nike Kobe 6 Protro Reverse Grinch. This long-awaited sneaker, flips the script on the iconic Grinch colorway. Boasting a Bright Crimson upper that mirrors the intensity of Kobe's game, this shoe is a standout piece in any collection. The snakeskin-textured upper, a nod to the Black Mamba himself, is complemented by black Swooshes and electrifying Electric Green accents.

The Reverse Grinch doesn't just turn heads with its colorway; it pays homage to Kobe Bryant's enduring legacy. Electric Green laces and Kobe branding on the tongues and heels add to its unique charm. The midsole and heel counter, wrapped in Bright Crimson, maintain the shoe’s bold and cohesive look, ensuring it stands out on the court and in the streets.

Set to release on December 16, 2023, for $190, the Nike Kobe 6 Protro Reverse Grinch is more than a sneaker—it's a tribute to a basketball icon. With its vivid colors and sleek design, it's a must-have for sneakerheads and basketball fans alike.",Bright Crimson/Black/Electric Green,Red,Basketball,190,Nike
87,Air Jordan 4 Retro ‘Red Cement’,"The Air Jordan 4 Retro ‘Red Cement’ showcases color blocking that recalls the OG ‘White Cement’ colorway. The mid-top carries a white leather upper with tonal quarter panel netting and contrasting black accents on the molded eyelets and interior lining. Vibrant hits of Fire Red — accompanied by black speckled detailing — land on the shoe’s support wings, polyurethane midsole and heel tab. The latter features embossed Jumpman branding. A second Jumpman icon decorates the Flight tongue tag. Underfoot, a herringbone-traction rubber outsole delivers superior grip.",White/Fire Red/Black/Neutral Grey,White,Lifestyle,210,Jordan
88,Jordan 11 Retro Low Space Jam,"Introducing the Air Jordan 11 Retro Low 'Space Jam', an iconic silhouette that brings the nostalgia of 1996 straight to the streets. These sneakers are a modern twist on a classic, combining historical significance with contemporary style. The sneaker integrates the cherished Space Jam colorway, traditionally seen on higher-cut models, onto the Jordan 11 Low for the first time, making it a groundbreaking release for collectors and new fans alike.

This rendition of the Jordan 11 Low features a sleek black upper composed of high-quality patent leather and ballistic mesh, perfectly complementing the Varsity Royal accents that can be found on the iconic Jumpman logo & portions of the outsole. Contrasted with a crisp white midsole and a translucent outsole, the design maintains the aesthetic integrity of the original high-top version. This shoe celebrates Michael Jordan's larger-than-life influence both on and off the court.

Released on May 18, 2024, at a retail price of $190, the 'Space Jam' Jordan 11 Retro Low is a piece of basketball heritage. As it hits the shelves, it brings with it stories of victories, cultural moments, and a legacy of innovation. Whether stepping out on the court or walking the streets, these sneakers offer a timeless style combined with unmatched comfort. Don’t miss out on owning a piece of history with the Jordan 11 Retro Low 'Space Jam', a must-have for sneaker enthusiasts around the globe.",Black/Varsity Royal/White,Black,Lifestyle,190,Jordan
89,UGG Classic Ultra Mini Boot Chestnut (Women's),"The UGG Classic Ultra Mini Chestnut W, dressed in a Chestnut colorway, is a shoe for women.

The Classic Ultra Mini by Australian brand UGG features a Twinface sheepskin upper, a Suede heel counter with a rear pull tab, upcycled wool, a lyocell insole, a Foam footbed, and a Treadlite outsole. The sneaker’s design is completed by the textile binding that is made from recycled polyester fibers. The sneaker’s woven heel features a UGG labeled logo. Its outsole is trodden for traction.

The UGG Classic Ultra Mini Chestnut W was first made available on the 3rd of November, 2021. At the time, the retail price was set at $140.",Chestnut,Brown,Boot,140,UGG
90,UGG Tasman Slipper Chestnut,"The UGG Tasman Slipper Chestnut has become one of the most known colorways in the catalog and is constructed with wool fabric.

It has a foam footbed with a Treadlite outsole, as well as a Tasman braid that is stitched along the interior of the shoe, finishing the look after signature branding is stamped on the upper. Moreover, the footwear is waterproof and includes a detachable UGGplushTM sock made of recycled wool and TENCELTM Lyocell. The sole has the brand´s starburst pattern for traction.

The UGG Tasman Slipper Chestnut was released on the market on November 1st, 2021, and retailed at $100.",Chestnut,Brown,Sandals,100,UGG
91,adidas Yeezy Slides 'Bone' 2022,"The 2022 edition of the adidas Yeezy Slide ‘Bone’ brings back a neutral colorway of the minimalist sandal originally released in 2019. An understated ivory hue permeates the one-piece build, crafted from injection-molded EVA for lightweight and durable comfort. Exterior branding is limited to a discreet adidas logo stamped on the plush footbed. Underfoot, the outsole features a series of deep grooves for a blend of traction and impact protection.",Bone/Bone/Bone,Cream,Sandals,60,adidas
92,UGG Tazz Slipper Chestnut (Women's),"The UGG Tazz Slipper Chestnut W for women features a heat-embossed UGG logo on its side.

This UGG model has the silhouette of UGG Slippers with a 1.5"" platform sole for extra cushioning. It is made from the same suede upper as the original one in a chestnut color. It is also lined with the signature UGG plush wool blend for a slipper-like feel. Its textile binding is made from 100% recycled polyester fibers material.

The UGG Tazz Slipper Chestnut W was originally released on the 1st November 2021, with a retail price set at $120.",Chestnut,Brown,Sandals,120,UGG
93,Jordan 1 Mid Light Smoke Grey,"The Air Jordan 1 Mid Light Smoke Grey represents a neutral ground between high and low-cut models.

The shoe features a perforated toebox, a smooth upper made of leather with successive white inserts at the lower area, and an ankle with grey inserts on the rest of the shoe. Black laces that match with the Swoosh complete the look, while the regular branding features and grey sole with two-tone white complement the design. The shoe also has the trademark Air Jordan wings emblem.

The Air Jordan 1 Mid Light Smoke Grey was released on 9 June, 2020, retailing at $115.",Light Smoke Grey/Black-White,Grey,Lifestyle,115,Jordan
94,Jordan 4 Retro SE Craft Medium Olive,"The Jordan 4 Retro SE Craft Medium Olive updates a classic from 1989 and dresses it in subtle tones and complementary textures to create an earthy shoe with bounce and high performance capabilities.

The medium olive colorway of the Jordan 4 SE Retro ""Craft"" features an upper with an olive green nubuck base, both overlaid and underlaid with soft green suede. The green suede on the side panel is imprinted with a grid pattern, inspired by mesh side panels on previous iterations of the silhouette. Black accents pepper the shoe on the molded eyestays, side panel wings, synthetic heel counter, synthetic mudguard overlay, the sock liner. A vanilla colored Jumpman logo graces both the woven tongue tag and the heel to round out the look of this upper.

What we enjoy most about this sport shoe is the high-octane sole unit. A white lightweight polyurethane foam midsole houses a visible Air unit. The rubber outsole in gray, white, black, and vanilla sports traction as well as a Jumpman logo. The Jordan 4 Retro SE Craft Medium Olive was released on November 18, 2023, for retail price of $210.",Medium Olive/Pale Vanilla/Khaki/Black/Sail,Green,Lifestyle,210,Jordan
95,Jordan 4 Retro Metallic Gold (Women's),"The Jordan 4 Retro Metallic Gold (Women's) paints the Air Jordan 4 Retro in off-white Sail and upgrades the recognizable silhouette with gold accents.

The Sail upper, outsole, and midsole provide a monochromatic base that allows the metallic gold eyelets to shine. The AJ 4 features a total of four metallic gold eyelets – two on each side of the lace cage. While the upper is primarily composed of smooth leather, the quarter panel displays mesh that provides an airy feel. The midsole houses a visible Air unit in the heel, which adds responsive cushioning without weighing down the shoe. In terms of branding, the Jumpman logo can be found on the tongue and heel counter in Sail.

Our StockX experts appreciate the addition of a gold Jumpman logo underfoot. It creates a surprise pop of color without a metallic sheen. The women’s size Jordan 4 Retro Metallic Gold (Women's) was released on March 9th, 2024, and retailed at $200.","
Sail/Metallic Gold/Black",Cream,Lifestyle,200,Jordan
96,Jordan 1 Retro High OG Royal Reimagined,"Old meets the new with the Jordan 1 Retro High OG 'Royal Reimagined'. This sneaker reignites the iconic Jordan 1 colorway with a fresh material makeover, showcasing a premium Royal Blue and Black suede. The nostalgic Black/Royal Blue/White colorway carries the torch of the Jordan legacy, making a bold statement of evolution without losing an ounce of its original charisma.

The genius lies in the details. The full suede treatment of the OG colorway, coupled with sleek suede Swoosh overlays, dances along the fine line between reverence for the past and the audacity of the present​. The Wings logos on the padded ankle collars and Nike Air tags on the tongues are a nod to its illustrious lineage, while the cushioned ankle collar promises a comfy stride into the future.

The Jordan 1 Retro High OG 'Royal Reimagined' is a step into a narrative crafted meticulously by Jordan Brand. Available on November 4, 2023, at a retail price of $180, it's a statement of how the legendary can be reimagined without losing its essence​​. Grab a pair, and be a part of a legacy that's as fearless and unyielding as the Jordan Brand.",Black/Royal Blue/White,Blue,Lifestyle,180,Jordan
97,Nike Dunk Low Retro SP 'St. John's',"The Nike Dunk Low Retro SP ‘St. John’s’ celebrates the silhouette’s 35th anniversary with a two-tone color scheme inspired by the original Be True to Your School series from 1985. This pair is essentially a low-top reworking of the Dunk made for the St. John’s University men’s basketball team. The all-leather upper combines a white base with red overlays and a matching red Swoosh. Nike branding hits appear on the woven tongue tag, sockliner and heel tab.",White/University Red,Red,Lifestyle,110,Nike
98,adidas Handball Spezial Navy Gum,"The adidas Handball Spezial Navy Gum takes its inspiration from a 1980s handball shoe.

Dressed in a Navy, Sky Blue, White, and Gum color scheme, this sneaker features a nubuck suede upper. Other details include adidas branding on the tongue, the trademark 3-Stripes on the sides, the ""Spezial"" Trefoil logo on the lateral in gold foil, and a branded OrthoLite insole. This shoe has a round toe and a lace-up closure system with Navy Blue laces that match the overall theme. A gum rubber outsole completes the vintage look.

The adidas Handball Spezial Navy Gum was first released on 26th August 2020, retailing at $100.",Navy/Clear Sky/Gum,Blue,Lifestyle,100,adidas
99,Air Jordan 3 Retro SE Craft 'Ivory',"The Air Jordan 3 Retro SE Craft in ‘Ivory’ showcases a white leather upper with grey elephant print overlays at the forefoot and heel. A double-exposed Jumpman decorates the tongue, while a semi-translucent heel tab displays tonal Jumpman branding atop a printed Nike logo. The throwback silhouette rides on a matching white polyurethane midsole, featuring visible Air-sole cushioning and a subtle splash of cream coloring at the heel. A translucent rubber outsole delivers durable traction underfoot.",Ivory/Grey Mist/Cream,White,Lifestyle,210,Jordan
100,Air Jordan 4 Retro 'Thunder' 2023,"The 2023 edition of the Air Jordan 4 Retro ‘Thunder’ brings back the coveted colorway originally released in 2006 (and previously reissued in 2012). The upper is draped in smooth black nubuck, contrasted by hits of yellow on the molded eyelets, quarter panel, and lower tongue, with the latter two components covered in black netting. Jumpman branding appears on the Flight tongue tag and molded heel tab. Lightweight cushioning comes courtesy of a yellow polyurethane midsole, enhanced with an exposed Air-sole unit in the heel.",Black/Tour Yellow,Black,Lifestyle,210,Jordan
101,Nike Dunk Low Premium SB 'City of Love Collection - Light Bone',"Representing one-half of the ‘City of Love Collection,’ the Nike Dunk Low Premium SB ‘Light Bone’ blends luxe materials with a tonal design. The upper features a white satin base with ivory suede overlays at the forefoot and heel. A tumbled leather Swoosh maintains the monochrome color palette. In a nod to the mythic red thread of fate, graphic insoles display two hands linked by red string tied around the pinky finger. The theme is repeated with red stitching encircling the off-white rubber midsole.",Coconut Milk/Light Bone/Phantom/University Red/Sail,Cream,Lifestyle,125,Nike
102,New Balance 530 White Silver Navy,"The New Balance 530 White Silver Navy features a white mesh upper with metallic silver and white leather overlays. On the quarter panel, a grey New Balance logo outlined in navy adds contrast. From there, a white and grey ABZORB sole adds the finishing touch.

The New Balance 530 White Silver Navy released in February of 2021 and retailed for $95.","
White/Silver/Navy",White,Lifestyle,95,New Balance
103,Nike Dunk Low SB 'J-Pack Chicago',"The Nike Dunk Low SB 'J-Pack Chicago' draws inspiration from an iconic OG colorway of the Air Jordan 1. The leather upper features a stark white base with Varsity Red overlays at the forefoot and heel. Contrasting black accents make their way to the Swoosh and back tab, marked with tonal Nike branding. Inside the shoe, the insole packs a Zoom Air unit in the heel for lightweight cushioning. Anchoring the sneaker is a rubber cupsole, highlighted by white sidewalls and a durable crimson outsole.",Varsity Red/Black-White,Red,Lifestyle,95,Nike
104,Air Jordan 1 Retro High OG 'UNC Toe',"Inspired by Michael Jordan’s alma mater, the Air Jordan 1 Retro High OG ‘UNC Toe’ brings back the distinctive color blocking originally featured on the ‘Bred Toe’ AJ1 from 2018. The high-top utilizes an all-leather upper with white quarter panels and contrasting hits of black on the signature Swoosh and forefoot overlay. University Blue accents make their way to the toe box, heel and collar flap, marked with a retro Wings logo on the lateral side. A woven Nike tag atop the breathable nylon tongue delivers an OG-inspired touch. Lightweight cushioning arrives via a white rubber midsole with an Air-sole heel unit encapsulated in a polyurethane wedge. Underfoot, a blue rubber outsole provides durable traction with every step.",University Blue/Black/White,Blue,Lifestyle,180,Jordan
105,adidas Yeezy Foam RNR MX Cinder,"The adidas Yeezy Foam RNNR MX Cinder is where high fashion meets innovative comfort. Wrapped in a MX Cinder colorway, this pair offers a unique combination of dark, earthy hues, giving it a versatile appeal that's equal parts streetwear-ready and avant-garde.

Constructed with a unique foam compound, the Yeezy Foam RNNR conforms to your foot for unparalleled comfort, while its distinctive, porous design gives off an out-of-this-world vibe. This sneaker pushes the boundaries of traditional footwear aesthetics and function, making it a must-have for trendsetters.With a fashion-forward design, the adidas Yeezy Foam RNNR MX Cinder not only elevates your style but promises ultimate comfort in every step. Take your sneaker game into the future.

The adidas Yeezy Foam RNNR MX Cinder released on May 31, 2023, with a retail price of $90.","
MX Cinder/MX Cinder/MX Cinder",Brown,Clogs,90,adidas
106,Air Jordan 3 Retro 'Midnight Navy',"The Air Jordan 3 Retro ‘Midnight Navy’ features OG-inspired color blocking that recalls the iconic ‘White Cement’ colorway from 1988. The classic silhouette dons a white tumbled leather upper, bolstered with the shoe’s iconic elephant-print overlays at the forefoot and heel. A Jumpman logo in Midnight Navy embellishes the tongue and molded back tab. The mid-top rides on an Air-assisted polyurethane midsole, finished in white with a contrasting splash of navy at the heel.",White/Midnight Navy/Cement Grey/Black,White,Lifestyle,200,Jordan
107,adidas Yeezy Boost 350 V2 'Carbon Beluga',"The adidas Yeezy Boost 350 V2 ‘Carbon Beluga’ brings together vivid pops of color with a patterned design. Rope laces secure the breathable Primeknit upper, rendered in a dark grey finish with wavy black lines and contrasting orange speckles. On the lateral side, a matching orange stripe displays ‘SPLY-350’ branding. Responsive cushioning is provided by a full-length Boost midsole, housed within a ribbed TPU cage and supported underfoot by a durable rubber outsole.",Carbon Beluga/Steeple Gray/Solar Red,Grey,Lifestyle,230,adidas
108,Air Jordan 1 Retro High OG 'Chicago Lost & Found',"The Air Jordan 1 Retro High OG ‘Chicago Lost & Found’ brings back the iconic silhouette that started it all. Featuring the high-cut shape of the original 1985 release, the leather upper combines a white base with a black signature Swoosh and scarlet overlays at the forefoot and heel. Cracked black leather appears on the padded collar, while a vintage pre-yellowed finish is applied to the white rubber midsole. The vintage ‘80s aesthetic extends to the special packaging, highlighted by a damaged box plastered with sale stickers and topped with a mismatched replacement lid. An accompanying sales invoice is emblematic of a time when the Air Jordan 1 lingered on the shelves of mom and pop stores, eventually making their way into the hands of lucky customers at a steep discount.",Varsity Red/Black/Sail/Muslin,Red,Lifestyle,180,Jordan
109,adidas Campus 00s Dark Green Cloud White,"The adidas Campus 00s Dark Green Cloud White comes in a dark green, cloud white, and off-white color scheme.

The Dark Green Cloud White adidas Campus 00s has an upper that is constructed from dark green suede. The shoe's padded collar offers support and comfort. The sneaker's rubber outsole is durable and provides traction and stability. The perforated ventilation holes on the sides of the upper of the shoe provide breathability. In addition, the shoe has an EVA midsole for padding and support. The shoe features the signature 3-Stripes logo on the lateral sides, ""CAMPUS"" text on one side, and Trefoil branding on the tongue and heel.

The adidas Campus 00s Dark Green Cloud White was released on March 15, 2023, and sold for a retail price of $110.","
Dark Green/Cloud White/Off White",Green,Lifestyle,110,adidas
110,Nike Dunk Low Smoke Grey Gum 3M Swoosh,"The Nike Dunk Low Smoke Grey Gum 3M Swoosh draws inspiration from the Nike Skateboarding Orange Label collection. However, the grey tone colorway and use of premium materials upgrade the classic low-top silhouette synonymous with Nike SB sneakers.

The grey suede and tumbled leather overlays balance out the clean, white upper and the light brown of the gum sole. The heel tabs, which feature ‘NIKE’ in white stitching, and the soft, cloth liner add additional accents in Light Iron Ore and Smoke Grey. Featuring laces with a reflective, speckled pattern, the lace cage houses a mesh tongue displaying Nike branding.

Something we love about this shoe is the 3M reflective detailing on the grey panel Swoosh. It increases visibility during low lighting and exemplifies the attention to detail found in this Nike Dunk Low variation. The Nike Dunk Low Smoke Grey Gum 3M Swoosh was released on October 3, 2023, and retailed at $115.",White/Light Iron Ore/Gum Light Brown/Smoke Grey,Grey,Lifestyle,115,Nike
111,Jordan 1 Retro High OG Satin Bred (Women's),"Unveiling the epitome of timeless design with the Jordan 1 Retro High OG Satin Bred (Women's) in the ever-classic Black/University Red/White colorway. The sophisticated satin finish adorns the iconic silhouette, exuding a blend of vintage charm and modern-day chic.

Every step in these sneakers resonates with the legacy of the Jordan brand, making a bold statement in today's fashion scene. The contrasting hues of black and university red, punctuated with white accents, embody a narrative of enduring style and basketball heritage.

Released on October 4th, 2023, at a retail price of $180, this trending sneaker is not just a pair of shoes, but a passport to a legacy celebrated across generations. Seize the essence of cool encapsulated in every stitch of the Jordan 1 Retro High OG Satin Bred, and step into a story that continues to redefine sneaker culture.","
Black/University Red/White",Red,Lifestyle,1880,Jordan
112,Nike Kobe 8 Protro Venice Beach (2024),"The Nike Kobe 8 Protro Venice Beach (2024) is a vivid canvas of Los Angeles’s iconic coastal neighborhood, embodying the spirit and vibrancy of Venice Beach. The sneaker’s colorway, featuring stadium grey, metallic silver, and tour yellow, is as dynamic and eclectic as the bustling boardwalks and vibrant street art that define the area. It’s a design that pays homage to Kobe Bryant's connection to the city, capturing the essence of its sun-drenched days and the creativity of its residents.

This re-release Protro of the Kobe 8 maintains the same look of the beloved original on the outside, but updates the tech found on the inside for the modern basketball player. This colorway taps into the heartbeat of Venice Beach, where athletes, artists, and dreamers converge. The sneaker's design showcases a blend of textures and hues that mirror the beach's energy, from the sunlit sands to the azure sky. The artistic strokes of red, yellow, and blue across the upper reflect the eclectic tapestry of the neighborhood, while the signature Nike Swoosh in a striking yellow captures the attention just like the gleaming California sun.

Snag your pair of the Nike Kobe 8 Protro Venice Beach 2024 which released on April 13, 2024, for $190, and step into a blend of style, comfort, and performance. As a staple piece in any Kobe fan's collection, or as the perfect sneaker for those inspired by the rich culture of Los Angeles, the Venice Beach 2024 edition is a celebration of history, art, and the spirit of one of basketball's greatest players. Make sure to add this iconic sneaker to your collection and carry forward the legacy of Kobe Bryant with every step.",Stadium Grey/Metallic Silver/Tour Yellow,Blue,Basketball,190,Nike
